YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
2007,1,MI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"5,296"
2007,1,MI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),10
2007,1,MI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"16,732"
2007,1,MI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"14,600"
2007,1,MI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"17,295"
2007,1,MI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"100,238"
2007,1,MN,Total Electric Power Industry,Coal (Short Tons),"1,860,141"
2007,1,MN,Total Electric Power Industry,Petroleum (Barrels),"120,093"
2007,1,MN,Total Electric Power Industry,Natural Gas (Mcf),"2,157,553"
2007,1,MN,Total Electric Power Industry,Other Gases (Billion BTU),23
2007,1,MN,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,823,243"
2007,1,MN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"106,631"
2007,1,MN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,398,838"
2007,1,MN,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),23
2007,1,MN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"11,354"
2007,1,MN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"87,453"
2007,1,MN,"Combined Heat and Power, Electric Power",Coal (Short Tons),"1,296"
2007,1,MN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2007,1,MN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"608,566"
2007,1,MN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"1,828"
2007,1,MN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"23,863"
2007,1,MN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"35,602"
2007,1,MN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),280
2007,1,MN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"38,833"
2007,1,MO,Total Electric Power Industry,Coal (Short Tons),"4,044,265"
2007,1,MO,Total Electric Power Industry,Petroleum (Barrels),"12,579"
2007,1,MO,Total Electric Power Industry,Natural Gas (Mcf),"1,656,363"
2007,1,MO,Total Electric Power Industry,Other Gases (Billion BTU),3
2007,1,MO,"Electric Generators, Electric Utilities",Coal (Short Tons),"4,034,930"
2007,1,MO,"Electric Generators, Electric Utilities",Petroleum (Barrels),"12,553"
2007,1,MO,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,636,382"
2007,1,MO,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),3
2007,1,MO,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"6,265"
2007,1,MO,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"9,600"
2007,1,MO,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"4,056"
2007,1,MO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),8
2007,1,MO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2007,1,MO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"5,279"
2007,1,MO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),18
2007,1,MO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"4,116"
2007,1,MS,Total Electric Power Industry,Coal (Short Tons),"967,951"
2007,1,MS,Total Electric Power Industry,Petroleum (Barrels),"232,189"
2007,1,MS,Total Electric Power Industry,Natural Gas (Mcf),"8,317,912"
2007,1,MS,Total Electric Power Industry,Other Gases (Billion BTU),35
2007,1,MS,"Electric Generators, Electric Utilities",Coal (Short Tons),"638,882"
2007,1,MS,"Electric Generators, Electric Utilities",Petroleum (Barrels),"232,139"
2007,1,MS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"4,939,037"
2007,1,MS,"Electric Generators, Independent Power Producers",Coal (Short Tons),"328,870"
2007,1,MS,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"3,261,137"
2007,1,MS,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2007,1,MS,"Combined Heat and Power, Industrial Power",Coal (Short Tons),199
2007,1,MS,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),50
2007,1,MS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"117,738"
2007,1,MS,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),35
2007,1,MT,Total Electric Power Industry,Coal (Short Tons),"1,069,646"
2007,1,MT,Total Electric Power Industry,Petroleum (Barrels),"80,079"
2007,1,MT,Total Electric Power Industry,Natural Gas (Mcf),"77,632"
2007,1,MT,Total Electric Power Industry,Other Gases (Billion BTU),9
2007,1,MT,"Electric Generators, Electric Utilities",Coal (Short Tons),"28,145"
2007,1,MT,"Electric Generators, Electric Utilities",Petroleum (Barrels),352
2007,1,MT,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"18,631"
2007,1,MT,"Electric Generators, Independent Power Producers",Coal (Short Tons),"1,041,501"
2007,1,MT,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"3,357"
2007,1,MT,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"54,845"
2007,1,MT,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"76,370"
2007,1,MT,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),9
2007,1,MT,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2007,1,MT,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"4,156"
2007,1,MT,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),0
2007,1,NC,Total Electric Power Industry,Coal (Short Tons),"2,414,518"
2007,1,NC,Total Electric Power Industry,Petroleum (Barrels),"93,466"
2007,1,NC,Total Electric Power Industry,Natural Gas (Mcf),"1,202,527"
2007,1,NC,Total Electric Power Industry,Other Gases (Billion BTU),0
2007,1,NC,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,316,209"
2007,1,NC,"Electric Generators, Electric Utilities",Petroleum (Barrels),"67,880"
2007,1,NC,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,192,470"
2007,1,NC,"Electric Generators, Independent Power Producers",Petroleum (Barrels),47
2007,1,NC,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"1,001"
2007,1,NC,"Electric Generators, Independent Power Producers",Other Gases (Billion BTU),0
2007,1,NC,"Combined Heat and Power, Electric Power",Coal (Short Tons),"88,582"
2007,1,NC,"Combined Heat and Power, Electric Power",Petroleum (Barrels),549
2007,1,NC,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"1,341"
2007,1,NC,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),25
2007,1,NC,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),848
2007,1,NC,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"8,386"
2007,1,NC,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"24,965"
2007,1,NC,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"8,208"
2007,1,ND,Total Electric Power Industry,Coal (Short Tons),"2,251,663"
2007,1,ND,Total Electric Power Industry,Petroleum (Barrels),"12,045"
2007,1,ND,Total Electric Power Industry,Natural Gas (Mcf),"8,476"
2007,1,ND,Total Electric Power Industry,Other Gases (Billion BTU),16
2007,1,ND,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,241,966"
2007,1,ND,"Electric Generators, Electric Utilities",Petroleum (Barrels),"11,409"
2007,1,ND,"Electric Generators, Electric Utilities",Natural Gas (Mcf),578
2007,1,ND,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),81
2007,1,ND,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"9,697"
2007,1,ND,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),555
2007,1,ND,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"7,898"
2007,1,ND,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),16
2007,1,NE,Total Electric Power Industry,Coal (Short Tons),"941,891"
2007,1,NE,Total Electric Power Industry,Petroleum (Barrels),"8,744"
2007,1,NE,Total Electric Power Industry,Natural Gas (Mcf),"1,510,464"
2007,1,NE,Total Electric Power Industry,Other Gases (Billion BTU),0
2007,1,NE,"Electric Generators, Electric Utilities",Coal (Short Tons),"941,276"
2007,1,NE,"Electric Generators, Electric Utilities",Petroleum (Barrels),"8,693"
2007,1,NE,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,504,353"
2007,1,NE,"Electric Generators, Electric Utilities",Other Gases (Billion BTU),0
2007,1,NE,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,128"
2007,1,NE,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),51
2007,1,NE,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"4,983"
2007,1,NE,"Combined Heat and Power, Industrial Power",Coal (Short Tons),615
2007,1,NH,Total Electric Power Industry,Coal (Short Tons),"153,936"
2007,1,NH,Total Electric Power Industry,Petroleum (Barrels),"139,018"
2007,1,NH,Total Electric Power Industry,Natural Gas (Mcf),"3,697,619"
2007,1,NH,"Electric Generators, Electric Utilities",Coal (Short Tons),"153,936"
2007,1,NH,"Electric Generators, Electric Utilities",Petroleum (Barrels),"138,639"
2007,1,NH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,620"
2007,1,NH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),96
2007,1,NH,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"3,642,324"
2007,1,NH,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),68
2007,1,NH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),215
2007,1,NH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"53,675"
2007,1,NJ,Total Electric Power Industry,Coal (Short Tons),"322,753"
2007,1,NJ,Total Electric Power Industry,Petroleum (Barrels),"47,470"
2007,1,NJ,Total Electric Power Industry,Natural Gas (Mcf),"7,537,873"
2007,1,NJ,Total Electric Power Industry,Other Gases (Billion BTU),209
2007,1,NJ,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,010"
2007,1,NJ,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,206"
2007,1,NJ,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"11,518"
2007,1,NJ,"Electric Generators, Independent Power Producers",Coal (Short Tons),"212,803"
2007,1,NJ,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"34,867"
2007,1,NJ,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"3,957,603"
2007,1,NJ,"Combined Heat and Power, Electric Power",Coal (Short Tons),"107,940"
2007,1,NJ,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"11,223"
2007,1,NJ,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"3,235,499"
2007,1,NJ,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),0
2007,1,NJ,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),116
2007,1,NJ,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"24,963"
2007,1,NJ,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),58
2007,1,NJ,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"308,290"
2007,1,NJ,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),209
2007,1,NM,Total Electric Power Industry,Coal (Short Tons),"1,530,498"
2007,1,NM,Total Electric Power Industry,Petroleum (Barrels),"2,479"
2007,1,NM,Total Electric Power Industry,Natural Gas (Mcf),"3,874,319"
2007,1,NM,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,530,498"
2007,1,NM,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,396"
2007,1,NM,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"3,645,245"
2007,1,NM,"Electric Generators, Independent Power Producers",Petroleum (Barrels),83
2007,1,NM,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"6,517"
2007,1,NM,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"169,395"
2007,1,NM,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"39,673"
2007,1,NM,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2007,1,NM,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"13,489"
2007,1,NV,Total Electric Power Industry,Coal (Short Tons),"278,626"
2007,1,NV,Total Electric Power Industry,Petroleum (Barrels),"2,170"
2007,1,NV,Total Electric Power Industry,Natural Gas (Mcf),"14,845,095"
2007,1,NV,Total Electric Power Industry,Other Gases (Billion BTU),4
2007,1,NV,Total Electric Power Industry,Geothermal (Billion BTU),"1,195"
2007,1,NV,"Electric Generators, Electric Utilities",Coal (Short Tons),"278,626"
2007,1,NV,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,170"
2007,1,NV,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"8,789,692"
2007,1,NV,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2007,1,NV,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"4,274,950"
2007,1,NV,"Electric Generators, Independent Power Producers",Geothermal (Billion BTU),"1,195"
2007,1,NV,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2007,1,NV,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"1,460,764"
2007,1,NV,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),4
2007,1,NV,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"319,689"
2007,1,NY,Total Electric Power Industry,Coal (Short Tons),"878,246"
2007,1,NY,Total Electric Power Industry,Petroleum (Barrels),"2,105,574"
2007,1,NY,Total Electric Power Industry,Natural Gas (Mcf),"23,246,093"
2007,1,NY,"Electric Generators, Electric Utilities",Coal (Short Tons),"45,068"
2007,1,NY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"1,004,208"
2007,1,NY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"7,810,246"
2007,1,NY,"Electric Generators, Independent Power Producers",Coal (Short Tons),"790,738"
2007,1,NY,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"1,049,363"
2007,1,NY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"9,761,342"
2007,1,NY,"Combined Heat and Power, Electric Power",Coal (Short Tons),"31,808"
2007,1,NY,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"21,313"
2007,1,NY,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"5,427,993"
2007,1,NY,"Combined Heat and Power, Commercial Power",Coal (Short Tons),249
2007,1,NY,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"12,100"
2007,1,NY,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"136,329"
2007,1,NY,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"10,383"
2007,1,NY,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"18,590"
2007,1,NY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"110,183"
2007,1,OH,Total Electric Power Industry,Coal (Short Tons),"5,152,414"
2007,1,OH,Total Electric Power Industry,Petroleum (Barrels),"208,155"
2007,1,OH,Total Electric Power Industry,Natural Gas (Mcf),"1,400,836"
2007,1,OH,Total Electric Power Industry,Other Gases (Billion BTU),142
2007,1,OH,"Electric Generators, Electric Utilities",Coal (Short Tons),"3,797,193"
2007,1,OH,"Electric Generators, Electric Utilities",Petroleum (Barrels),"40,186"
2007,1,OH,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"341,315"
2007,1,OH,"Electric Generators, Independent Power Producers",Coal (Short Tons),"1,346,214"
2007,1,OH,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"167,522"
2007,1,OH,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"994,426"
2007,1,OH,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"51,850"
2007,1,OH,"Combined Heat and Power, Electric Power",Other Gases (Billion BTU),93
2007,1,OH,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2007,1,OH,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2007,1,OH,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),0
2007,1,OH,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"9,007"
2007,1,OH,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),447
2007,1,OH,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"13,245"
2007,1,OH,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),49
2007,1,OK,Total Electric Power Industry,Coal (Short Tons),"1,982,135"
2007,1,OK,Total Electric Power Industry,Petroleum (Barrels),"12,214"
2007,1,OK,Total Electric Power Industry,Natural Gas (Mcf),"20,688,427"
2007,1,OK,Total Electric Power Industry,Other Gases (Billion BTU),11
2007,1,OK,"Electric Generators, Electric Utilities",Coal (Short Tons),"1,851,354"
2007,1,OK,"Electric Generators, Electric Utilities",Petroleum (Barrels),"8,535"
2007,1,OK,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"13,827,483"
2007,1,OK,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"6,491,691"
2007,1,OK,"Combined Heat and Power, Electric Power",Coal (Short Tons),"114,213"
2007,1,OK,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"289,462"
2007,1,OK,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),0
2007,1,OK,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"13,831"
2007,1,OK,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"16,568"
2007,1,OK,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"3,679"
2007,1,OK,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"65,960"
2007,1,OK,"Combined Heat and Power, Industrial Power",Other Gases (Billion BTU),11
